59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
59,-1,-1,-1,-1,119,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,114,114,-1,-1,-1,-1,59
59,-1,-1,119,113,113,49,113,113,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,111,111,49,111,111,114,-1,-1,59
59,-1,-1,113,49,49,49,49,49,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,49,49,49,49,49,111,-1,-1,59
59,-1,-1,113,-1,-1,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,-1,-1,-1,-1,-1,111,-1,-1,59
59,-1,-1,113,-1,-1,-1,-1,-1,113,-1,-1,-1,106,106,106,106,-1,-1,-1,111,-1,-1,-1,-1,-1,111,-1,-1,59
59,-1,-1,113,-1,-1,-1,-1,-1,113,-1,-1,-1,106,110,110,106,-1,-1,-1,111,-1,-1,-1,-1,-1,111,-1,-1,59
59,-1,-1,113,-1,3,3,3,-1,113,-1,-1,-1,106,110,110,106,-1,-1,-1,111,-1,3,3,3,-1,111,-1,-1,59
59,-1,-1,113,-1,-1,-1,-1,-1,113,-1,-1,-1,106,110,110,106,-1,-1,-1,111,-1,-1,-1,-1,-1,111,-1,-1,59
59,-1,-1,113,-1,-1,-1,-1,-1,113,-1,-1,3,3,3,3,3,3,-1,-1,111,-1,-1,-1,-1,-1,111,-1,-1,59
59,119,119,113,119,119,119,119,119,113,119,3,3,3,3,3,3,3,3,114,111,114,114,114,114,114,111,114,114,59
59,113,113,113,113,113,113,113,113,113,17,17,17,17,17,17,17,17,17,17,111,111,111,111,111,111,111,111,111,59
59,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
